outlet_id,outlet_name,outlet_type,city,cuisine_type,account_manager,seating_capacity,google_rating,instagram_followers,months_onboarded,flavours_ordered,complaints_last3m,payment_delay_days,am_assigned,outreach_response_rate,order_m1,order_m2,order_m3,order_m4,order_m5,order_m6,avg_monthly_cubes,order_trend_pct,days_since_last_order,monthly_revenue_inr,monthly_gp_inr,annual_revenue_inr,ltv_24m_inr,churn_risk_score,churned,recommended_intervention,intervention_cost_inr,expected_revenue_saved_inr,retention_roi,intervention_efficiency,retention_priority_index,health_tier,priority_tier,city_enc,type_enc,cuisine_enc,order_slope,order_volatility,recent_vs_avg,churn_prob_model,churn_risk_model,ltv_predicted_inr
FF-1132,Breezy Bites IV,Premium Café,Ranchi,Japanese,Riya Sharma,108,3.9,21109,14,1,5,31,1,3,17322,17970,17065,16303,17058,15684,16900,-9.46,15,101400,46644,1216800,1119456,36.4,0,Extended Credit Terms,2028,244489,11949.8,0.7,9.51,🟢 Healthy,Tier 2 – Engage,6,6,4,-327.6,801.2786448337847,0.92799242648364,0.12019926878176843,12.0,1011161
FF-1133,Metro Mixology IV,Bar & Lounge,Delhi,Fusion,Neha Joshi,87,4.3,52630,3,4,6,21,0,3,6004,5851,5889,5054,4485,3656,5156,-39.1,26,30936,14231,371232,313082,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,2,2,1,-469.6,943.4046321700991,0.7089393057979445,0.09952321392392884,10.0,322918
FF-1134,The Social Hub IV,Cloud Kitchen,Delhi,Mediterranean,Neha Joshi,117,3.8,73409,24,5,5,28,1,2,7875,7847,8029,4966,3070,1767,5592,-77.55,73,33552,15434,402624,30868,81.8,1,Extended Credit Terms,671,15150,2154.6,0.7,0.59,🔴 Critical,Tier 3 – Monitor,2,4,5,-1221.6,2742.9570661362286,0.315930627570177,0.9280343169537035,92.8,53789
FF-1135,Terrace & Toast IV,Bar & Lounge,Hyderabad,Italian,Priya Nair,286,4.2,55749,16,2,4,21,1,1,17785,19005,17623,11203,7262,4168,12841,-76.56,32,77046,35441,924552,496174,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,3,2,3,-2723.4,6234.336692864767,0.32456003737735556,0.6642496950371708,66.4,489745
FF-1136,Altitude Lounge IV,Bar & Lounge,Delhi,Indian,Arjun Mehta,124,4.6,49395,4,2,6,42,0,3,9339,9087,9735,8464,6934,6168,8287,-33.95,9,49722,22872,596664,548928,45.5,0,Extended Credit Terms,994,149857,14961.1,0.7,5.83,🟡 At Risk,Tier 2 – Engage,2,2,2,-634.2,1427.9707863491699,0.7442084942084942,0.2100777258303676,21.0,435003
FF-1137,The Copper Pot IV,4-Star Hotel,Pune,Italian,Riya Sharma,142,4.5,6156,24,3,6,2,1,1,17138,17042,17974,18548,19189,17247,17856,0.64,64,107136,49283,1285632,887094,36.4,0,Dedicated Account Manager,8000,193741,2321.5,0.85,9.15,🟢 Healthy,Tier 2 – Engage,5,0,3,21.8,873.9195996581532,0.9658397267178137,0.11832534176036898,11.8,929355
FF-1138,Velvet Room IV,Bar & Lounge,Hyderabad,Italian,Priya Nair,48,4.0,75020,34,4,0,9,1,2,8754,8072,7809,4953,2955,1816,5726,-79.25,120,34356,15804,412272,379296,45.5,0,Premium Flavour Trial,500,103547,20568.3,0.65,3.74,🟡 At Risk,Tier 3 – Monitor,3,2,3,-1387.6,2918.0629705337064,0.3170944648157849,0.9060561228256286,90.6,166026
FF-1139,Zest & Zeal IV,Catering Service,Delhi,Italian,Arjun Mehta,156,4.8,64240,30,7,6,41,0,0,19887,18555,17299,10976,6771,4246,12955,-78.65,95,77730,35756,932760,250292,100.0,1,Extended Credit Terms,1555,150175,9551.4,0.7,5.84,🔴 Critical,Tier 2 – Engage,2,3,3,-3128.2,6577.050027684651,0.3277246063599876,0.7972436030393361,79.7,286220
FF-1140,Neon Nights Bar IV,Catering Service,Delhi,Japanese,Arjun Mehta,214,4.2,64809,18,7,3,20,0,0,12749,12256,11608,10688,10927,10271,11416,-19.44,39,68496,31508,821952,756192,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,2,3,4,-495.6,959.1122457773125,0.899623368660769,0.047913965344585766,4.8,672209
FF-1141,The Garden Table IV,Premium Café,Chennai,Fusion,Vikram Singh,245,4.2,30484,19,6,1,15,1,3,20280,18747,17628,14771,11693,8267,15231,-59.23,4,91386,42038,1096632,546494,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,1,6,1,-2402.6,4578.790364277447,0.5427389705882353,0.20023996389848556,20.0,757494
FF-1142,Harbour View IV,Bar & Lounge,Mumbai,Japanese,Riya Sharma,189,3.3,74322,31,1,1,11,1,2,15485,15810,14857,13928,13357,13219,14442,-14.63,3,86652,39860,1039824,837060,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,4,2,4,-453.2,1101.6937263444258,0.9152530637679153,0.1313738851143767,13.1,854299
FF-1143,Crimson Fork IV,Bar & Lounge,Mumbai,Continental,Arjun Mehta,28,5.0,6401,19,4,1,1,1,1,20906,20659,20720,15100,11729,8271,16230,-60.43,64,97380,44795,1168560,1075080,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,4,2,0,-2527.0,5413.366694273229,0.509580432505699,0.3296963603589758,33.0,885261
FF-1144,Olive & Oak IV,Premium Café,Hyderabad,Japanese,Priya Nair,59,3.4,32052,19,4,3,40,1,3,10503,10583,10152,5073,2607,1286,6700,-87.75,86,40200,18492,482400,110952,72.7,1,Extended Credit Terms,804,48397,5912.2,0.7,1.88,🔴 Critical,Tier 3 – Monitor,3,6,4,-1843.4,4246.598010957319,0.19191165497686913,0.9642001993782594,96.4,90230
FF-1145,The Rooftop Sip IV,Premium Café,Chennai,Indian,Vikram Singh,44,3.6,31555,22,1,5,23,0,2,20139,19090,18656,18456,17551,17639,18588,-12.41,11,111528,51303,1338336,1231272,36.4,0,Dedicated Account Manager,8000,268909,3261.0,0.85,12.7,🟢 Healthy,Tier 1 – Urgent,1,6,2,-500.0,964.9478224235754,0.9488945075044382,0.174914024987301,17.5,1001176
FF-1146,Downtown Diner IV,5-Star Hotel,Chennai,Indian,Riya Sharma,280,3.3,38185,24,7,0,34,0,2,13109,12680,13673,8552,5728,3502,9540,-73.28,120,57240,26330,686880,78990,81.8,1,Extended Credit Terms,1145,38768,3283.0,0.7,1.51,🔴 Critical,Tier 3 – Monitor,1,1,2,-1921.4,4281.2142981479765,0.36704747929986375,0.9468085809690279,94.7,128517
FF-1147,Bombay Blend IV,Bar & Lounge,Hyderabad,Japanese,Neha Joshi,245,4.4,74465,12,7,6,29,1,1,10830,11113,11440,9918,8151,7005,9742,-35.32,75,58452,26888,701424,80664,54.5,1,Extended Credit Terms,1169,26377,2154.5,0.7,1.03,🟡 At Risk,Tier 3 – Monitor,3,2,4,-765.0,1788.854987601473,0.718977727599302,0.6551756855067652,65.5,336344
FF-1148,The Mango Tree IV,Premium Café,Mumbai,Fusion,Priya Nair,143,3.6,15216,30,7,3,29,0,3,11881,12765,13681,6961,3537,1674,8416,-85.9,45,50496,23228,605952,139368,63.6,1,Extended Credit Terms,1010,53182,5160.4,0.7,2.07,🟡 At Risk,Tier 3 – Monitor,4,6,1,-2041.4,5099.342692936022,0.19888321254603777,0.9227584825300265,92.3,160630
FF-1149,Latitude 28 IV,Premium Café,Delhi,Multi-Cuisine,Arjun Mehta,57,3.5,11638,31,3,1,34,0,2,13189,12240,11539,10187,9940,8824,10986,-33.09,21,65916,30321,790992,727704,36.4,0,Extended Credit Terms,1318,158930,11949.4,0.7,6.18,🟢 Healthy,Tier 2 – Engage,2,6,6,-873.0,1621.00545958365,0.8031309729680531,0.21188167410690467,21.2,592245
FF-1150,The Ice House IV,Cloud Kitchen,Hyderabad,Mediterranean,Arjun Mehta,270,3.4,35798,19,4,4,18,1,2,5952,6323,6203,4124,2485,1622,4451,-72.74,76,26706,12285,320472,61425,54.5,1,Premium Flavour Trial,500,20085,3909.2,0.65,0.73,🟡 At Risk,Tier 3 – Monitor,3,4,5,-866.0,2039.7163283162686,0.3643306379155436,0.8259776604081659,82.6,77879
FF-1151,Pearl & Petal IV,Premium Café,Bangalore,Fusion,Priya Nair,195,3.4,51612,30,2,2,7,1,2,17244,17456,17608,17560,16937,17024,17304,-1.28,46,103824,47759,1245888,1002939,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,0,6,1,-44.0,282.04284544491935,0.9837619185206588,0.1572947673404182,15.7,877656
FF-1152,Mosaic Café IV,Premium Café,Bangalore,Japanese,Arjun Mehta,109,4.3,23929,33,1,6,25,1,1,16916,17089,15931,15339,14185,13149,15434,-22.27,66,92604,42598,1111248,1022352,36.4,0,Dedicated Account Manager,8000,223281,2690.7,0.85,10.55,🟢 Healthy,Tier 2 – Engage,0,6,4,-753.4,1547.4239776695547,0.8518950437317784,0.22025519995164283,22.0,788225
FF-1153,The Black Label IV,Bar & Lounge,Pune,Italian,Vikram Singh,56,4.4,50700,18,7,3,39,1,3,18357,18357,16900,16371,16469,15910,17060,-13.33,36,102360,47086,1228320,1130064,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,5,2,3,-489.4,1052.2848790449602,0.9325361936580505,0.08240414017802218,8.2,986153
FF-1154,Sundowner Bar IV,Catering Service,Delhi,Pan-Asian,Riya Sharma,195,3.9,71808,28,6,7,6,0,3,15700,14618,15016,7046,3453,1743,9596,-88.89,120,57576,26485,690912,105940,72.7,1,Dedicated Account Manager,8000,46211,477.6,0.85,2.18,🔴 Critical,Tier 3 – Monitor,2,3,7,-2791.4,6289.105786993887,0.18161925601750548,0.8879498349015716,88.8,190016
FF-1155,Spice Symphony IV,Premium Café,Bangalore,Mediterranean,Vikram Singh,100,4.1,48744,11,7,3,29,1,3,7493,7001,7159,5800,4618,3748,5969,-49.97,82,35814,16474,429768,395376,36.4,0,Extended Credit Terms,716,86350,11943.4,0.7,3.36,🟢 Healthy,Tier 3 – Monitor,0,6,5,-749.0,1522.5175751585487,0.6278056951423786,0.16896729557411516,16.9,356229
FF-1156,Casa Milano IV,4-Star Hotel,Delhi,Mediterranean,Arjun Mehta,133,4.4,17847,33,7,0,6,0,3,8118,8249,8131,5163,3119,1928,5784,-76.24,120,34704,15964,416448,31928,54.5,1,Premium Flavour Trial,500,10440,1984.0,0.65,0.38,🟡 At Risk,Tier 3 – Monitor,2,0,5,-1238.0,2806.734377647209,0.33327571305099396,0.9071139764945484,90.7,137697
FF-1157,The Lemon Tree IV,4-Star Hotel,Bangalore,Indian,Neha Joshi,59,3.2,17420,17,5,0,2,1,0,20467,19946,19912,9439,4397,2074,12705,-89.86,120,76230,35066,914760,175330,63.6,1,Premium Flavour Trial,500,66905,13254.5,0.65,2.42,🟡 At Risk,Tier 3 – Monitor,0,0,2,-3678.6,8453.748882399255,0.16322997009286952,0.8196492784311531,82.0,423899
FF-1158,Bourbon Street IV,Premium Café,Delhi,Mediterranean,Riya Sharma,243,3.8,32322,6,3,3,0,1,0,20802,22190,21889,21657,19626,18036,20700,-13.3,35,124200,57132,1490400,1371168,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,2,6,5,-553.2,1600.6527418525231,0.871262257861939,0.08970180634066738,9.0,1157051
FF-1159,Café Nuvola IV,4-Star Hotel,Delhi,Japanese,Riya Sharma,134,5.0,47159,4,1,1,35,1,3,20963,20649,19076,20017,18982,19252,19823,-8.16,31,118938,54711,1427256,1313064,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,2,0,4,-342.2,849.8050168519051,0.9711460855528652,0.08018799629099284,8.0,1094088
FF-1160,The Blue Petal Café V,Bar & Lounge,Delhi,Italian,Priya Nair,205,4.2,40608,20,5,2,24,1,1,18495,17439,16979,16389,16126,14513,16656,-21.53,28,99936,45971,1199232,873449,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,2,2,3,-796.4,1344.914334322698,0.8712853455003903,0.03339381667022198,3.3,897847
FF-1161,Skyline Bar V,5-Star Hotel,Ranchi,Italian,Priya Nair,75,3.7,8467,27,5,6,36,1,0,8407,8695,8245,8559,8804,8462,8528,0.65,1,51168,23537,614016,117685,54.5,1,Extended Credit Terms,1023,38482,3658.1,0.7,1.5,🟡 At Risk,Tier 3 – Monitor,6,1,3,11.0,202.04421958241386,0.9921444483526791,0.6433289559523785,64.3,286556
FF-1162,Monarch Grand Hotel V,5-Star Hotel,Hyderabad,Continental,Neha Joshi,59,4.1,12371,15,6,0,0,0,2,9166,8862,8292,7891,7891,7256,8226,-20.84,25,49356,22704,592272,340560,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,3,1,0,-382.0,701.1135904164651,0.8819739880880029,0.02744357610639807,2.7,421025
FF-1163,Spice Route V,Bar & Lounge,Bangalore,Italian,Riya Sharma,59,3.8,77952,6,4,6,14,1,0,15087,15148,16254,14023,12859,11227,14099,-25.58,43,84594,38913,1015128,933912,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,0,2,3,-772.0,1817.2686831249437,0.796241134751773,0.20210730360173096,20.2,772941
FF-1164,The Artisan Brew V,Premium Café,Chennai,Fusion,Neha Joshi,256,4.2,74770,14,6,1,36,1,2,11407,11768,11955,11125,11603,10868,11454,-4.72,84,68724,31613,824688,758712,36.4,0,Extended Credit Terms,1374,165702,11951.1,0.7,6.45,🟢 Healthy,Tier 2 – Engage,1,6,1,-107.8,406.3602670865678,0.9487560017459624,0.13766432202256068,13.8,579919
FF-1165,Fusion 9 V,Fine Dining Restaurant,Mumbai,Italian,Priya Nair,281,3.4,34113,11,4,6,12,0,3,12778,13596,14093,13568,13675,13946,13609,9.14,67,81654,37561,979848,37561,54.5,1,Dedicated Account Manager,8000,12282,53.5,0.85,0.58,🟡 At Risk,Tier 3 – Monitor,4,5,3,233.6,457.07577781661837,1.0246877296105805,0.661149681449873,66.1,577434
FF-1166,Cloud Nine Lounge V,Bar & Lounge,Mumbai,Indian,Priya Nair,235,3.4,28679,9,4,4,39,1,0,19100,19992,19401,18100,18815,16701,18684,-12.56,63,112104,51568,1345248,360976,54.5,1,Extended Credit Terms,2242,118039,5162.6,0.7,4.59,🟡 At Risk,Tier 3 – Monitor,4,2,2,-479.8,1156.5907515913598,0.8938185710462938,0.6455611679166114,64.6,748293
FF-1167,The Grand Palate V,Premium Café,Pune,Italian,Riya Sharma,166,3.5,52688,26,1,0,7,1,1,7699,7916,7780,7002,6855,6587,7306,-14.44,51,43836,20165,526032,483960,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,5,6,3,-222.4,559.2855263637706,0.9014643492541399,0.059714080662222564,6.0,391908
FF-1168,Saffron Kitchen V,Premium Café,Mumbai,Continental,Vikram Singh,187,4.9,55599,16,7,1,4,0,0,21230,21840,20920,10849,5092,2269,13700,-89.31,3,82200,37812,986400,453744,45.5,0,Premium Flavour Trial,500,123872,24625.1,0.65,4.48,🟡 At Risk,Tier 3 – Monitor,4,6,0,-3792.2,8808.887852617945,0.1656083497554923,0.6241993002968192,62.4,545078
FF-1169,Urban Brew Co. V,5-Star Hotel,Chennai,Pan-Asian,Arjun Mehta,111,4.5,35762,5,1,1,8,1,0,7210,7724,7225,5933,4309,3108,5918,-56.89,82,35508,16334,426096,392016,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,1,1,7,-820.4,1850.6406908599702,0.5250886974151039,0.15280337687250187,15.3,342103
FF-1170,The Cellar Bar V,4-Star Hotel,Delhi,Japanese,Priya Nair,78,3.5,78713,10,3,2,0,1,0,21273,20578,19521,9871,4979,2343,13094,-88.98,120,78564,36139,942768,144556,63.6,1,Premium Flavour Trial,500,55162,10910.6,0.65,1.99,🟡 At Risk,Tier 3 – Monitor,2,0,4,-3786.0,8438.454607726859,0.17892325315005728,0.8067067650312271,80.7,395892
FF-1171,Pearl Continental V,Premium Café,Chennai,Indian,Priya Nair,78,3.5,18768,3,4,2,35,1,3,9421,8668,9080,8400,7712,7337,8436,-22.12,74,50616,23283,607392,558792,45.5,0,Extended Credit Terms,1012,152550,14959.3,0.7,5.94,🟡 At Risk,Tier 2 – Engage,1,6,2,-416.8,796.4995082651757,0.8696219035202086,0.1913851578083532,19.1,495302
FF-1172,Breezy Bites V,Bar & Lounge,Delhi,Fusion,Vikram Singh,188,4.5,78366,13,5,4,34,1,1,13250,12766,13128,12052,11394,10439,12171,-21.21,69,73026,33592,876312,806208,36.4,0,Extended Credit Terms,1461,176075,11943.5,0.7,6.85,🟢 Healthy,Tier 2 – Engage,2,2,1,-562.2,1100.1661238194893,0.8576240552086757,0.25431275448226925,25.4,560877
FF-1173,Metro Mixology V,Premium Café,Pune,Pan-Asian,Vikram Singh,288,3.5,61045,30,7,1,1,1,0,7462,7125,7178,5226,4096,3028,5685,-59.41,9,34110,15691,409320,219674,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,5,6,7,-886.8,1857.7203682650052,0.53253605346465,0.2695459173185919,27.0,266619
FF-1174,The Social Hub V,5-Star Hotel,Bangalore,Indian,Neha Joshi,64,3.6,72646,6,2,5,39,1,1,11442,11738,11691,11791,11610,10358,11438,-9.47,2,68628,31569,823536,505104,45.5,0,Extended Credit Terms,1373,137893,9936.0,0.7,5.37,🟡 At Risk,Tier 3 – Monitor,0,1,2,-216.8,543.0685653457275,0.9054987324066789,0.26924848606620216,26.9,455249
FF-1175,Terrace & Toast V,Premium Café,Chennai,Multi-Cuisine,Neha Joshi,200,4.9,72466,17,3,1,22,1,3,8980,9172,9791,10175,10074,9292,9580,3.47,34,57480,26441,689760,528820,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,1,6,6,62.4,500.39730881237426,0.9698361340152385,0.06797204724943509,6.8,523674
FF-1176,Altitude Lounge V,4-Star Hotel,Delhi,Mediterranean,Arjun Mehta,189,3.7,40422,19,1,2,8,0,2,6852,6954,6478,6248,5779,5867,6363,-14.37,60,38178,17562,458136,421488,36.4,0,Premium Flavour Trial,500,92052,18273.9,0.65,3.33,🟢 Healthy,Tier 3 – Monitor,2,0,5,-197.0,490.29052611691367,0.921904462602137,0.09096694524111532,9.1,363456
FF-1177,The Copper Pot V,Bar & Lounge,Bangalore,Multi-Cuisine,Arjun Mehta,210,4.4,79864,35,6,5,33,1,0,15405,14212,13713,12586,12044,12191,13358,-20.86,61,80148,36868,961776,36868,63.6,1,Extended Credit Terms,1603,14068,777.1,0.7,0.55,🟡 At Risk,Tier 3 – Monitor,0,2,6,-642.8,1321.3642571221608,0.912568306010929,0.654193497575509,65.4,389988
FF-1178,Velvet Room V,Cloud Kitchen,Chennai,Italian,Riya Sharma,174,5.0,43413,26,3,0,13,1,1,10141,10512,10259,10021,9946,9218,10016,-9.1,31,60096,27644,721152,663456,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,1,4,3,-184.6,438.72971937933113,0.9202355994808825,0.013931365751590517,1.4,610564
FF-1179,Zest & Zeal V,Premium Café,Bangalore,Pan-Asian,Neha Joshi,207,3.9,56177,5,3,0,3,0,1,15632,15190,15876,15119,15806,15172,15465,-2.94,10,92790,42683,1113480,554879,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,0,6,7,-92.0,344.7540669327436,0.9809905599379284,0.09326700450500286,9.3,690685
FF-1180,Neon Nights Bar V,Bar & Lounge,Ranchi,Italian,Priya Nair,26,3.2,50341,29,7,6,29,1,3,5783,5935,6402,5509,5003,4535,5527,-21.58,76,33162,15255,397944,45765,63.6,1,Extended Credit Terms,663,17463,2530.1,0.7,0.68,🟡 At Risk,Tier 3 – Monitor,6,2,3,-249.6,671.8012851034647,0.820369030390738,0.6818306044598679,68.2,216534
FF-1181,The Garden Table V,Premium Café,Ranchi,Mediterranean,Neha Joshi,152,3.6,46832,20,3,3,30,1,0,5433,5482,5254,5218,5418,4772,5262,-12.16,36,31572,14523,378864,348552,36.4,0,Extended Credit Terms,631,76123,11944.9,0.7,2.96,🟢 Healthy,Tier 3 – Monitor,6,6,5,-132.2,262.3253069504859,0.9067072012160364,0.1640571379149223,16.4,283669
FF-1182,Harbour View V,Cloud Kitchen,Bangalore,Indian,Priya Nair,254,4.7,25532,21,3,2,37,0,2,15918,15517,16446,16574,16811,16701,16327,4.92,85,97962,45063,1175544,766071,45.5,0,Extended Credit Terms,1959,209137,10570.3,0.7,8.14,🟡 At Risk,Tier 2 – Engage,0,4,2,156.6,504.51537802793155,1.022844194022538,0.17317751671045392,17.3,574796
FF-1183,Crimson Fork V,Fine Dining Restaurant,Ranchi,Mediterranean,Vikram Singh,64,4.8,38346,10,2,3,10,1,1,9368,8820,9286,6809,5385,4363,7338,-53.42,49,44028,20253,528336,445566,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,6,5,5,-1001.0,2147.3984958549263,0.5944951628287233,0.06767160776605471,6.8,419662
FF-1184,Olive & Oak V,Premium Café,Bangalore,Continental,Neha Joshi,268,4.6,59974,5,6,5,34,1,0,9868,9227,8820,7985,7416,6620,8322,-32.91,70,49932,22969,599184,22969,63.6,1,Extended Credit Terms,999,8764,776.5,0.7,0.34,🟡 At Risk,Tier 3 – Monitor,0,6,0,-649.6,1207.340161953816,0.7953862789859426,0.6360000097906676,63.6,259356
FF-1185,The Rooftop Sip V,4-Star Hotel,Pune,Mediterranean,Vikram Singh,50,3.4,45436,6,6,2,7,1,2,15806,16644,16375,17179,17179,15505,16448,-1.9,49,98688,45396,1184256,1044108,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,5,0,5,-60.2,694.8208402171023,0.9426104930390905,0.12384946926242374,12.4,972620
FF-1186,Downtown Diner V,Fine Dining Restaurant,Delhi,Continental,Arjun Mehta,42,4.6,30294,26,6,4,2,0,1,8626,9203,9069,5511,3558,2346,6385,-72.79,8,38310,17623,459720,229099,36.4,0,Premium Flavour Trial,500,50035,9887.2,0.65,1.81,🟢 Healthy,Tier 3 – Monitor,2,5,0,-1256.0,3007.8691959591592,0.36736611337300346,0.6708889124414904,67.1,177501
FF-1187,Bombay Blend V,5-Star Hotel,Mumbai,Mediterranean,Arjun Mehta,179,4.9,62088,4,4,1,13,0,1,21415,21928,23605,21435,21228,20278,21648,-5.31,74,129888,59748,1558656,1194960,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,4,1,5,-227.4,1101.0183316669468,0.9366714397893667,0.1271668732075759,12.7,993750
FF-1188,The Mango Tree V,Bar & Lounge,Chennai,Japanese,Riya Sharma,177,4.3,71484,35,5,4,12,1,2,12421,11632,11038,10248,9976,8798,10685,-29.17,5,64110,29491,769320,707784,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,1,2,4,-724.6,1287.5971031343618,0.8233202320793561,0.023776232020691054,2.4,675940
FF-1189,Latitude 28 V,Premium Café,Pune,Continental,Neha Joshi,58,4.9,50831,1,6,5,44,1,2,21120,20788,21783,18745,17439,15176,19175,-28.14,61,115050,52923,1380600,158769,54.5,1,Extended Credit Terms,2301,51917,2155.3,0.7,2.02,🟡 At Risk,Tier 3 – Monitor,5,6,0,-1188.8,2544.682881356077,0.7914059240717564,0.5947290558002577,59.5,700566
FF-1190,The Ice House V,Premium Café,Bangalore,Pan-Asian,Vikram Singh,101,4.7,28641,24,3,2,31,0,3,10647,11037,10744,10301,9787,9229,10290,-13.32,85,61740,28400,740880,340800,45.5,0,Extended Credit Terms,1235,93038,7427.4,0.7,3.62,🟡 At Risk,Tier 3 – Monitor,0,6,7,-283.6,673.8576753786119,0.8968030317753377,0.10311442758764443,10.3,505601
FF-1191,Pearl & Petal V,Cloud Kitchen,Ranchi,Italian,Priya Nair,277,4.4,9574,6,3,7,33,1,0,5213,5446,5647,5473,5084,4718,5263,-9.49,26,31578,14526,378936,305046,45.5,0,Extended Credit Terms,632,83277,13056.1,0.7,3.24,🟡 At Risk,Tier 3 – Monitor,6,4,3,-99.0,333.6493668508903,0.8962765957446809,0.3139221310907388,31.4,220483
FF-1192,Mosaic Café V,Cloud Kitchen,Mumbai,Fusion,Arjun Mehta,225,4.2,6906,31,6,5,44,0,0,18050,16947,16730,12730,9467,7442,13561,-58.77,72,81366,37428,976392,261996,72.7,1,Extended Credit Terms,1627,114282,6919.8,0.7,4.45,🔴 Critical,Tier 3 – Monitor,4,4,1,-2121.6,4394.365392181219,0.5487391240230055,0.7254045063631298,72.5,366618
FF-1193,The Black Label V,5-Star Hotel,Delhi,Italian,Arjun Mehta,96,3.8,23791,20,7,7,18,0,3,4713,4335,4389,4242,4330,4413,4403,-6.36,5,26418,12152,317016,279496,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,2,1,3,-60.0,162.6452171650512,1.0020435967302452,0.33725605774061806,33.7,228446
FF-1194,Sundowner Bar V,Bar & Lounge,Bangalore,Multi-Cuisine,Priya Nair,31,3.5,42068,24,6,1,37,1,1,8879,9180,9668,9196,8106,7086,8685,-20.19,15,52110,23971,625320,575304,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,0,2,6,-358.6,938.3079274239702,0.8157955330416763,0.15163464673542557,15.2,537586
FF-1195,Spice Symphony V,Bar & Lounge,Mumbai,Italian,Vikram Singh,243,4.3,47351,25,3,0,15,1,2,19690,19238,20174,18711,16224,14724,18126,-25.22,16,108756,50028,1305072,950532,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,4,2,3,-993.2,2163.8101965437418,0.8122689910078887,0.03575657290857492,3.6,969601
FF-1196,Casa Milano V,4-Star Hotel,Bangalore,Indian,Vikram Singh,32,3.8,55323,21,4,0,1,0,2,11753,11291,11952,12301,11875,11336,11751,-3.55,1,70506,32433,846072,518928,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,0,0,2,-83.4,385.2545478857669,0.9646017699115044,0.08145340348131104,8.1,690600
FF-1197,The Lemon Tree V,Cloud Kitchen,Delhi,Japanese,Neha Joshi,65,4.8,23812,30,1,5,39,1,2,11117,10250,9527,8830,7937,6691,9058,-39.81,16,54348,25000,652176,600000,36.4,0,Extended Credit Terms,1087,131040,11944.2,0.7,5.1,🟢 Healthy,Tier 3 – Monitor,2,4,4,-885.2,1599.4759975275235,0.7386024947565957,0.12373357752728158,12.4,477842
FF-1198,Bourbon Street V,Fine Dining Restaurant,Chennai,Mediterranean,Neha Joshi,174,5.0,43608,24,1,3,16,0,1,8396,8450,8709,7851,7581,6850,7972,-18.41,37,47832,22003,573984,264036,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,1,5,5,-309.2,689.6130557542155,0.8591496300012542,0.012722744014833398,1.3,389977
